,approve_idx,approvedText,label_idx,labeledText,score,service
10,275,"We may terminate the Agreement or restrict, suspend or terminate your use of the Service at our discretion at any time without notice.</p>",578,"We may terminate the Agreement or restrict, suspend or terminate your use of the Service at our discretion at any time without notice.",0.9852941176470589,amazon
11,276,"Please review our other policies, such as our pricing policy, posted on this site.
These policies also govern your use of Amazon Services",562,"Please review our other policies, such as our pricing policy, posted on this site.These policies also govern your use of Amazon Services",0.9963369963369964,amazon
12,277,"THE AMAZON SERVICES AND ALL INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) AND OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES ARE PROVIDED BY AMAZON ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, UNLESS OTHERWISE SPECIFIED IN WRITING.
AMAZON MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, AS TO THE OPERATION OF THE AMAZON SERVICES, OR THE INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) OR OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES, UNLESS OTHERWISE SPECIFIED IN WRITING.
YOU EXPRESSLY AGREE THAT YOUR USE OF THE AMAZON SERVICES IS AT YOUR SOLE RISK",572,"THE AMAZON SERVICES AND ALL INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) AND OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES ARE PROVIDED BY AMAZON ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, UNLESS OTHERWISE SPECIFIED IN WRITING.AMAZON MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, AS TO THE OPERATION OF THE AMAZON SERVICES, OR THE INFORMATION, CONTENT, MATERIALS, PRODUCTS (INCLUDING SOFTWARE) OR OTHER SERVICES INCLUDED ON OR OTHERWISE MADE AVAILABLE TO YOU THROUGH THE AMAZON SERVICES, UNLESS OTHERWISE SPECIFIED IN WRITING.YOU EXPRESSLY AGREE THAT YOUR USE OF THE AMAZON SERVICES IS AT YOUR SOLE RISK",0.9985486211901307,amazon
13,279,"Any dispute or claim relating in any way to your use of any Amazon Service, or to any products or services sold or distributed by Amazon or through Amazon.com will be resolved by binding arbitration, rather than in court</strong>, except that you may assert claims in small claims court if your claims qualify.",573,"Any dispute or claim relating in any way to your use of any Amazon Service, or to any products or services sold or distributed by Amazon or through Amazon.com will be resolved by binding arbitration, rather than in court, except that you may assert claims in small claims court if your claims qualify.",0.9852700490998363,amazon
14,280,"We reserve the right to make changes to our site, policies, Service Terms, and these Conditions of Use at any time",569,"We reserve the right to make changes to our site, policies, Service Terms, and these Conditions of Use at any time",1.0,amazon
15,281,"Amazon reserves the right to refuse service, terminate accounts, terminate your rights to use Amazon Services, remove or edit content, or cancel orders in its sole discretion.",565,"Amazon reserves the right to refuse service, terminate accounts, terminate your rights to use Amazon Services, remove or edit content, or cancel orders in its sole discretion.",1.0,amazon
16,285,"The Amazon Group Companies are subject to the investigatory and enforcement powers of the Federal Trade Commission (FTC).
We may be required to disclose personal information that we handle under the Privacy Shield in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.",567,"The Amazon Group Companies are subject to the investigatory and enforcement powers of the Federal Trade Commission (FTC).We may be required to disclose personal information that we handle under the Privacy Shield in response to lawful requests by public authorities, including to meet national security or law enforcement requirements.",0.9985096870342772,amazon
17,287,"You are responsible for maintaining the confidentiality of your account and password and for restricting access to your account, and you agree to accept responsibility for all activities that occur under your account or password.
",568,"You are responsible for maintaining the confidentiality of your account and password and for restricting access to your account, and you agree to accept responsibility for all activities that occur under your account or password.",0.9978213507625272,amazon
18,442,"For other personal information we hold, we will provide you with access (including a copy) for any purpose including to request that we correct the data if it is inaccurate",759,"For other personal information we hold, we will provide you with access (including a copy) for any purpose including to request that we correct the data if it is inaccurate",1.0,apple
19,443,or delete the data if Apple is not required to retain it by law or for legitimate business purposes.,764,or delete the data if Apple is not required to retain it by law or for legitimate business purposes.,1.0,apple
20,444,"You agree that Apple may, in its sole discretion and without prior notice, terminate your access to the Site and/or block your future access to the Site if we determine that you have violated these Terms of Use or other agreements or guidelines which may be associated with your use of the Site.",766,"You agree that Apple may, in its sole discretion and without prior notice, terminate your access to the Site and/or block your future access to the Site if we determine that you have violated these Terms of Use or other agreements or guidelines which may be associated with your use of the Site.",1.0,apple
21,445,"We will retain your personal information for the period necessary to fulfill the purposes outlined in this Privacy Policy and our service specific privacy summaries.
When assessing these periods we carefully examine our need to collect personal information at all and if we establish a relevant need we only retain it for the shortest possible period to realize the purpose of collection unless a longer retention period is required by law",757,We will retain your personal information for the period necessary to fulfill the purposes outlined in this Privacy Policy and our service specific privacy summaries.When assessing these periods we carefully examine our need to collect personal information at all and if we establish a relevant need we only retain it for the shortest possible period to realize the purpose of collection unless a longer retention period is required by law.,0.9977220956719818,apple
22,446,"
If you do not wish to receive ads targeted to your interests from Apple's advertising platform, you can choose to enable Limit Ad Tracking, which will opt your Apple ID out of receiving such ads regardless of what device you are using.
If you enable Limit Ad Tracking on your mobile device, third-party apps cannot use the Advertising Identifier, a non-personal device identifier, to serve you targeted ads.",770,"If you do not wish to receive ads targeted to your interests from Apple's advertising platform, you can choose to enable Limit Ad Tracking, which will opt your Apple ID out of receiving such ads regardless of what device you are using.If you enable Limit AdTracking on your mobile device, third-party apps cannot use the Advertising Identifier, a non-personal device identifier, to serve you targeted ads.",0.996309963099631,apple
23,449,"Apple reserves the right, at its sole discretion, to change, modify, add or remove portions of these Terms of Use, at any time.
It is your responsibility to check these Terms of Use periodically for changes.
Your continued use of the Site following the posting of changes will mean that you accept and agree to the changes.",761,"Apple reserves the right, at its sole discretion, to change, modify, add or remove portions of these Terms of Use, at any time.It is your responsibility to check these Terms of Use periodically for changes.Your continued use of the Site following the posting of changes will mean that you accept and agree to the changes.",0.9968944099378882,apple
24,451,"Apple reserves the right at any time to modify this Agreement and to impose new or additional terms or conditions on your use of the Service, provided that Apple will give you 30 days’ advance notice of any material adverse change to the Service or applicable terms of service, unless it would not be reasonable to do so due to circumstances arising from legal, regulatory, or governmental action.",760,"Apple reserves the right at any time to modify this Agreement and to impose new or additional terms or conditions on your use of the Service, provided that Apple will give you 30 days’ advance notice of any material adverse change to the Service or applicable terms of service, unless it would not be reasonable to do so due to circumstances arising from legal, regulatory, or governmental action.",1.0,apple
25,453,Apple will be permitted to terminate only after giving you 30 days’ notice and only if you have not cured the breach within such 30-day period.,767,Apple will be permitted to terminate only after giving you 30 days’ notice and only if you have not cured the breach within such 30-day period.,1.0,apple
26,454,"You agree to the personal jurisdiction by and venue in the state and federal courts in Santa Clara County, California, and waive any objection to such jurisdiction or venue.",769,"You agree to the personal jurisdiction by and venue in the state and federal courts in Santa Clara County, California, and waive any objection to such jurisdiction or venue.",1.0,apple
27,457,"You agree to indemnify and hold Apple, its officers, directors, shareholders, predecessors, successors in interest, employees, agents, subsidiaries and affiliates, harmless from any demands, loss, liability, claims or expenses (including attorneys’ fees), made against Apple by any third party due to or arising out of or in connection with your use of the Site.",762,"You agree to indemnify and hold Apple, its officers, directors, shareholders, predecessors, successors in interest, employees, agents, subsidiaries and affiliates, harmless from any demands, loss, liability, claims or expenses (including attorneys’ fees), made against Apple by any third party due to or arising out of or in connection with your use of the Site.",1.0,apple
28,458,"If we learn that we have collected the personal information of a child under 13, or equivalent minimum age depending on jurisdiction, outside the above circumstances we will take steps to delete the information as soon as possible.",768,"If we learn that we have collected the personal information of a child under 13, or equivalent minimum age depending on jurisdiction, outside the above circumstances we will take steps to delete the information as soon as possible.",1.0,apple
29,460,You may delete your Apple ID and/or stop using the Service at any time.,765,You may delete your Apple ID and/or stop using the Service at any time.,1.0,apple
30,718,"p>We also collect from all visitors:</p>
<ul>
<li> Technical information about your use of the website, browser type and version, and operating system.
</li>
<li> Your IP Address",971,"We also collect from all visitors: Technical information about your use of the website, browser type and version, and operating system.Your IP Address.",0.9493670886075949,avaaz
31,886,"You will indemnify us, defend us, and hold us harmless from and against any and all claims, losses, causes of action, demands, liabilities, costs or expenses (including, but not limited to, litigation and reasonable attorneys' fees and expenses) arising out of or relating to any of the following: (a) your access to or use of the Platform.
(b) any actions made with your account or Account Access whether by you or by someone else.
(c) your violation of any of the provisions of this Agreement.
(d) non-payment for any of the services (including Counselor Services) which were provided through the Platform.
(e) your violation of any third party right, including, without limitation, any intellectual property right, publicity, confidentiality, property or privacy right.
This clause shall survive expiration or termination of this Agreement.",977,"You will indemnify us, defend us, and hold us harmless from and against any and all claims, losses, causes of action, demands, liabilities, costs or expenses (including, but not limited to, litigation and reasonable attorneys' fees and expenses) arising out of or relating to any of the following: (a) your access to or use of the Platform.(b) any actions made with your account or Account Access whether by you or by someone else.(c) your violation of any of the provisions of this Agreement.(d) non-payment for any of the services (including Counselor Services) which were provided through the Platform.(e) your violation of any third party right, including, without limitation, any intellectual property right, publicity, confidentiality, property or privacy right.This clause shall survive expiration or termination of this Agreement.",0.9970255800118977,betterhelp
32,889,"YOU UNDERSTAND, AGREE AND ACKNOWLEDGE THAT THE PLATFORM IS PROVIDED ""AS IS"" WITHOUT ANY EXPRESS OR IMPLIED WARRANTIES OF ANY KIND",978,"YOU UNDERSTAND, AGREE AND ACKNOWLEDGE THAT THE PLATFORM IS PROVIDED ""AS IS"" WITHOUT ANY EXPRESS OR IMPLIED WARRANTIES OF ANY KIND",1.0,betterhelp
33,890,"While we make commercially reasonable efforts to ensure the Platform’s reliability and accessibility, you understand and agree that no platform can be 100% reliable and accessible and so we cannot guarantee that access to the Platform will be uninterrupted or that it will be accessible, consistent, timely or error-free at all times.</p>",979,"While we make commercially reasonable efforts to ensure the Platform’s reliability and accessibility, you understand and agree that no platform can be 100% reliable and accessible and so we cannot guarantee that access to the Platform will be uninterrupted or that it will be accessible, consistent, timely or error-free at all times.",0.9940476190476191,betterhelp
34,894,"We may also use third party cookies for the purposes of web analytics, attribution and error management.</p>",976,"We may also use third party cookies for the purposes of web analytics, attribution and error management.",0.9811320754716981,betterhelp
35,895,if you do not accept cookies you may not be able to use the Platform.,982,if you do not accept cookies you may not be able to use the Platform.,1.0,betterhelp
36,898,"<p>You irrevocably agree that the exclusive venue for any action or proceeding arising out of relating to this Agreement or our relationship with you, regardless of theory, shall be the U.S.
District Court for the Northern District of California, or the state courts located in Santa Clara County in California.
You irrevocably consent to the personal jurisdiction of the aforementioned courts and hereby waive any objection to the exercise of jurisdiction by the aforementioned courts.</p>",985,"You irrevocably agree that the exclusive venue for any action or proceeding arising out of relating to this Agreement or our relationship with you, regardless of theory, shall be the U.S.District Court for the Northern District of California, or the state courts located in Santa Clara County in California.You irrevocably consent to the personal jurisdiction of the aforementioned courts and hereby waive any objection to the exercise of jurisdiction by the aforementioned courts.",0.9907312049433573,betterhelp
37,899,"Like many websites, we use ""cookies"" and ""web beacons"" to collect information.",984,"Like many websites, we use ""cookies"" and ""web beacons"" to collect information.",1.0,betterhelp
38,901,"You agree, confirm and acknowledge that you are responsible for maintaining the confidentiality of your password and any other security information related to your account (collectively ""Account Access"").
We advise you to change your password frequently and to take extra care in safeguarding your password.</p>
<p>You agree to notify us immediately of any unauthorized use of your Account Access or any other concern for breach of your account security.</p>
<p>You agree, confirm and acknowledge that we will not be liable for any loss or damage that incurred as a result of someone else using your account, either with or without your consent and/or knowledge.</p>
<p>You agree, confirm and acknowledge that you are solely and fully liable and responsible for all activities performed using your Account Access.
You further acknowledge and agree that we will hold you liable and responsible for any damage or loss incurred as a result of the use of your Account Access by any person whether authorized by you or not, and you agree to indemnify us for any such damage or loss.</p>",981,"You agree, confirm and acknowledge that you are responsible for maintaining the confidentiality of your password and any other security information related to your account (collectively ""Account Access"").We advise you to change your password frequently and to take extra care in safeguarding your password.You agree to notify us immediately of any unauthorized use of your Account Access or any other concern for breach of your account security.You agree, confirm and acknowledge that we will not be liable for any loss or damage that incurred as a result of someone else using your account, either with or without your consent and/or knowledge.You agree, confirm and acknowledge that you are solely and fully liable and responsible for all activities performed using your Account Access.You further acknowledge and agree that we will hold you liable and responsible for any damage or loss incurred as a result of the use of your Account Access by any person whether authorized by you or not, and you agree to indemnify us for any such damage or loss.",0.9839015151515151,betterhelp
39,902,"We do not knowingly collect or solicit any information from anyone under the age of 13 or knowingly allow such persons to become our user.
The Platform is not directed and not intended to be used by children under the age of 13.
If you're aware that we have collected Personal Information from a child under age 13 please let us know by contacting us and we will delete that information.</p>",983,We do not knowingly collect or solicit any information from anyone under the age of 13 or knowingly allow such persons to become our user.The Platform is not directed and not intended to be used by children under the age of 13.If you're aware that we have collected Personal Information from a child under age 13 please let us know by contacting us and we will delete that information.,0.9922680412371134,betterhelp
40,904,"<p>If any provision of this Agreement is held by a court of competent jurisdiction to be illegal, invalid, unenforceable, or otherwise contrary to law, the remaining provisions of this Agreement will remain in full force and effect.",980,"If any provision of this Agreement is held by a court of competent jurisdiction to be illegal, invalid, unenforceable, or otherwise contrary to law, the remaining provisions of this Agreement will remain in full force and effect.",0.9934924078091106,betterhelp
41,956,"Additionally, Microsoft partners with third-party ad companies to help provide some of our advertising services, and we also allow other third-party ad companies to display advertisements on our sites.
These third parties may place cookies on your computer and collect data about your online activities across websites or online services.",986,"Additionally, Microsoft partners with third-party ad companies to help provide some of our advertising services, and we also allow other third-party ad companies to display advertisements on our sites.These third parties may place cookies on your computer and collect data about your online activities across websites or online services.",0.9985185185185185,bing
42,976,BitChute's failure to enforce any right or provision of these Terms will not be considered a waiver of such right or provision.,999,BitChute's failure to enforce any right or provision of these Terms will not be considered a waiver of such right or provision.,1.0,bitchute
43,1050,"p>
<p>We may disclose your personal information upon a transfer or sale to another entity of all or substantially all of our assets or equity securities or upon any other corporate reorganization.</p",1007,"Finally, we may disclose your personal information upon a transfer or sale to another entity of all or substantially all of our assets or equity securities or upon any other corporate reorganization. ",0.9473684210526315,bittorrent
44,1055,"Bitwarden provides the Website and the Service ""as is"" and ""as available,"" without warranty of any kind.",1010,"Bitwarden provides the Website and the Service ""as is"" and ""as available,"" without warranty of any kind.",1.0,bitwarden
45,1056,"that the Service will be uninterrupted, timely, secure, or error-free",1015,"that the Service will be uninterrupted, timely, secure, or error-free",1.0,bitwarden
46,1065,"You are responsible for all content posted and activity that occurs under your account (even when content is posted by others who have accounts under your account).
</li>
<li> You are responsible for maintaining the security of your account and password.",1012,You are responsible for all content posted and activity that occurs under your account (even when content is posted by others who have accounts under your account). You are responsible for maintaining the security of your account and password.,0.9816700610997964,bitwarden
47,1066,"You must be age 13 or older.
While we are thrilled to see brilliant young people take an interest in our Service, we must comply with United States law.
Bitwarden does not target our Service to children under 13, and we do not permit any Users under 13 on our Service.
If we learn of any User under the age of 13, we will terminate that User's account immediately.
If you are a resident of a country outside the United States, your country's minimum age may be older.
in such a case, you are responsible for complying with your country's laws.
",1008,"You must be age 13 or older.While we are thrilled to see brilliant young people take an interest in our Service, we must comply with United States law.Bitwarden does not target our Service to children under 13, and we do not permit any Users under 13 on our Service.If we learn of any User under the age of 13, we will terminate that User's account immediately.If you are a resident of a country outside the United States, your country's minimum age may be older.in such a case, you are responsible for complying with your country's laws.",0.9944547134935305,bitwarden
48,1147,"The information we collect includes unique identifiers, browser type and settings, device type and settings, operating system, mobile network information including carrier name and phone number, and application version number.
We also collect information about the interaction of your apps, browsers, and devices with our services, including IP address, crash reports, system activity, and the date, time, and referrer URL of your request.</p>
<p>We collect this information when a Google service on your device contacts our servers — for example, when you install an app from the Play Store or when a service checks for automatic updates.
If you’re using an Android device with Google apps, your device periodically contacts Google servers to provide information about your device and connection to our services.
This information includes things like your device type, carrier name, crash reports, and which apps you've installed.</p>",1020,"The information we collect includes unique identifiers, browser type and settings, device type and settings, operating system, mobile network information including carrier name and phone number, and application version number.We also collect information about the interaction of your apps, browsers, and devices with our services, including IP address, crash reports, system activity, and the date, time, and referrer URL of your request.We collect this information when a Google service on your device contacts our servers — for example, when you install an app from the Play Store or when a service checks for automatic updates.If you’re using an Android device with Google apps, your device periodically contacts Google servers to provide information about your device and connection to our services.This information includes things like your device type, carrier name, crash reports, and which apps you've installed.",0.9919137466307277,blogspot
49,1148,We also allow specific partners to collect information from your browser or device for advertising and measurement purposes using their own cookies or similar technologies.</p>,1021,We also allow specific partners to collect information from your browser or device for advertising and measurement purposes using their own cookies or similar technologies.,0.9885057471264368,blogspot
50,1157,"If your use of the Services is prohibited by applicable laws, then you aren’t authorized to use the Services.
We can’t and won’t be responsible for your using the Services in a way that breaks the law.</p>",1022,"If your use of the Services is prohibited by applicable laws, then you aren’t authorized to use the Services.We can’t and won’t be responsible for your using the Services in a way that breaks the law.",0.9876543209876543,bluestacks
51,1158,"<li>Violates any law or regulation, including any applicable export control and data privacy laws",1023,"Violates any law or regulation, including any applicable export control and data privacy laws",0.9789473684210527,bluestacks
52,1160,"The Children’s Online Privacy Protection Act (“COPPA”) requires that online service providers obtain parental consent before they knowingly collect personally identifiable information online from children who are under 13.
&nbsp;We do not knowingly collect or solicit personally identifiable information from children under 13.
if you are a child under 13, please do not attempt to register for the Services or send any personal information about yourself to us.
&nbsp;If we learn we have collected personal information from a child under 13, we will delete that information as quickly as possible",1027,"The Children’s Online Privacy Protection Act (“COPPA”) requires that online service providers obtain parental consent before they knowingly collect personally identifiable information online from children who are under 13. We do not knowingly collect or solicit personally identifiable information from children under 13.if you are a child under 13, please do not attempt to register for the Services or send any personal information about yourself to us. If we learn we have collected personal information from a child under 13, we will delete that information as quickly as possible.",0.9847715736040609,bluestacks
53,1161,"<li>“Crawls,” “scrapes,” or “spiders” any page, data, or portion of or relating to the Services or Content (through use of manual or automated means)",1026,"“Crawls,” “scrapes,” or “spiders” any page, data, or portion of or relating to the Services or Content (through use of manual or automated means)",0.9863945578231292,bluestacks
54,1219,"Read this document to understand how the Brave Browser uses data.</p>
<p>To learn how we use data to operate our websites, forums, and communications, visit the Website Privacy Policy.
To learn how we use data for publishers and creators visit the Publisher Privacy Policy on the Basic Attention Token website",1076,"Read this document to understand how the Brave Browser uses data.To learn how we use data to operate our websites, forums, and communications, visit the Website Privacy Policy.To learn how we use data for publishers and creators visit the Publisher Privacy Policy on the Basic Attention Token website.",0.9836065573770492,brave
55,1220,"</p>
<p>You can ask to know what information we have about you, update incorrect information, delete it, object to our use of it, or get a copy of it.",1075,"You can ask to know what information we have about you, update incorrect information, delete it, object to our use of it, or get a copy of it.",0.986013986013986,brave
56,1227,"Brave runs these forums, and they are hosted on its behalf by Civilized Discourse Construction Kit.
Their privacy policy describes how they use your data to host the forum for us.
",1074,"Brave runs these forums, and they are hosted on its behalf by Civilized Discourse Construction Kit.Their privacy policy describes how they use your data to host the forum for us.",0.994413407821229,brave
57,1250,"Our Services do not support Do Not Track requests at this time, which means that we collect information about your online activity both while you are using the Services and after you leave the Services",1079,"Our Services do not support Do Not Track requests at this time, which means that we collect information about your online activity both while you are using the Services and after you leave the Services",1.0,brilliant
58,1251,"Brilliant reserves the right, at its sole discretion, to modify or replace any of the terms or conditions of this Agreement at any time.
It is User's responsibility to check this Agreement periodically for changes.",1080,"Brilliant reserves the right, at its sole discretion, to modify or replace any of the terms or conditions of this Agreement at any time.It is User's responsibility to check this Agreement periodically for changes.",0.9976580796252927,brilliant
59,1252,"Brilliant reserves the right to, in its sole discretion, remove any User Submission(s) at any time (with or without notice).
",1078,"Brilliant reserves the right to, in its sole discretion, remove any User Submission(s) at any time (with or without notice).",0.9959839357429718,brilliant
60,1253,"The Services use cookies and similar technologies such as pixel tags, web beacons, clear GIFs, JavaScript, and local storage.",1081,"The Services use cookies and similar technologies such as pixel tags, web beacons, clear GIFs, JavaScript, and local storage.",1.0,brilliant
61,1258,We reserve the right at our sole discretion to terminate or suspend any Account,1083,Bumble Trading Inc reserve the right at our sole discretion to terminate or suspend any Account,0.896551724137931,bumble
62,1261," you can delete your Account at any time by going to the 'Settings' page when you are logged in and clicking on the 'Delete account' link.
Your Account will be deleted immediately but it may take a little while for Your Content (defined below) to be completely removed from the App.",1082,"You'll have great fun on Bumble, but if you feel the need to leave, you can delete your Account at any time by going to the 'Settings' page when you are logged in and clicking on the 'Delete account' link.Your Account will be deleted immediately but it may take a little while for Your Content to be completely removed from the App.",0.8631921824104235,bumble
63,1371,"VENDOR DOES NOT WARRANT THAT THE OPERATION OF ANY SOLUTION WILL BE UNINTERRUPTED OR ERROR FREE, THAT ANY SOLUTION WILL WORK PROPERLY ON ANY GIVEN DEVICE OR WITH ANY PARTICULAR CONFIGURATION OF HARDWARE AND/OR SOFTWARE, OR THAT ANY SOLUTION WILL PROVIDE COMPLETE PROTECTION FOR THE INTEGRITY OF SELECTED DATA, INFORMATION OR CONTENT STORED OR TRANSMITTED VIA THE INTERNET.</p>",1095,"VENDOR DOES NOT WARRANT THAT THE OPERATION OF ANY SOLUTION WILL BE UNINTERRUPTED OR ERROR FREE, THAT ANY SOLUTION WILL WORK PROPERLY ON ANY GIVEN DEVICE OR WITH ANY PARTICULAR CONFIGURATION OF HARDWARE AND/OR SOFTWARE, OR THAT ANY SOLUTION WILL PROVIDE COMPLETE PROTECTION FOR THE INTEGRITY OF SELECTED DATA, INFORMATION OR CONTENT STORED OR TRANSMITTED VIA THE INTERNET.",0.9946380697050938,ccleaner
64,1378,"<p>11.4.
If you and Vendor do not resolve any Dispute by informal negotiation, any other effort to resolve the Dispute will be conducted exclusively by binding arbitration governed by the United States Federal Arbitration Act (“<i>
<u>FAA</u>
</i>”), 9 U.S.C.
§&nbsp;1 et seq., and the substantive laws of the State of New York (without regard to choice of laws principles).",1115,"11.4.If you and Vendor do not resolve any Dispute by informal negotiation, any other effort to resolve the Dispute will be conducted exclusively by binding arbitration governed by the United States Federal Arbitration Act (“FAA”), 9 U.S.C.§&nbsp;1 et seq., and the substantive laws of the State of New York (without regard to choice of laws principles).",0.9711141678129298,ccleaner
65,1380,"In the unlikely event of a breach in the security of personal data, we will notify all users who are actually or potentially affected.",1132,"6	Notification in the event of breach In the unlikely event of a breach in the security of personal data, we will notify all users who are actually or potentially affected.",0.8758169934640523,ccleaner
66,1381,"Furthermore, if you disable cookies, our websites may not function properly or your access to our websites and their features may be affected or restricted.",1114,"Furthermore, if you disable cookies, our websites may not function properly or your access to our websites and their features may be affected or restricted.",1.0,ccleaner
67,1382,"<p>We use common information-gathering tools, such as cookies, pixel tags and Web beacons, to collect information about your general internet usage.",1116,"We use common information-gathering tools, such as cookies, pixel tags and Web beacons, to collect information about your general internet usage.",0.9897610921501706,ccleaner
68,1384,"We collect your IP Address to provision your product or service.
We also use the IP Address with mobile products to serve ads.",1113,We collect your IP Address to provision your product or service.We also use the IP Address with mobile products to serve ads.,0.9960159362549801,ccleaner
