index,case_id,classification,doc_id,quoteText,score,service,service_id,source,status
9022,146,bad,1619.0,"
<p>To the extent permitted by law, Customer will defend, indemnify and hold harmless Tresorit, including its employees and affiliates, from and against any claims, incidents, liabilities, procedures, damages, losses and expenses, including reasonable legal and accounting fees, arising out of or in any way connected with the access to or use of the Services by Customer or its Company Administered Users or the violation of this Agreement by Customer or its Company Administered Users, including any third-party claims relating to Customer Files.</p>",60, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9023,147,bad,1619.0,"<strong>Survival:</strong> The following sections will survive expiry or termination of this Agreement: 6 (Customer responsibility), 7 (Third-party Requests), 8 (Fees), 11 (Intellectual Property Rights), 12 (Disclaimer), 13 (Indemnification), 15 (Term), 17 (Miscellaneous).</p>
</li>
",35, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9024,226,good,1619.0," You understand that Tresorit uses strong cryptography algorithms to protect Customer Files and as a Customer, you are fully and solely responsible and accountable for the content of Customer Files.
",15, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9025,127,bad,1619.0,"When you visit our website, we and our partners may use cookies and other information gathering technologies.
These technologies may provide us with personal data, information about devices and networks you utilize to access our website, and other information regarding your interactions with our website.
For detailed information about the use of cookies on the website, please read and review our Website Cookie Policy.</p>
<ul>
<li>
<i>
</i>
<strong>Enable Do Not Track:</strong> We respect your right to decline certain cookies by changing your setting here.",5, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9026,201,bad,1619.0,"Your registration application is evaluated by Tresorit, and if we discover that Your Registration Data is not true, not current, incomplete or inaccurate, Tresorit, at its sole discretion and without prior notice, is entitled to immediately terminate Your rights to continue to use the Service and to terminate the license to use the related Software.</li>",60, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9027,278,neutral,1619.0,"The Service may contain features and functionalities linking to or providing certain functionality and access to third party websites and services.
Tresorit has no influence on the contents of these linked pages, and makes no warranty whatsoever with respect to such links, websites, or services.</p>
</li>",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9028,197,good,1619.0,"<br>If you have registered to the Service before this date, please click here to see the previous version of our Terms of Use.",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9029,205,neutral,1619.0,"Tresorit may terminate Your account for cause immediately upon notice to You if: <ol>
<li>We have a reason to believe that You are, or Your account has been used in breach of these Terms or any applicable laws.
In such case we may terminate the Agreement without any prior notice.</li>",15, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9030,183,good,1619.0,"This Agreement does not grant Tresorit any ownership over the contents of Customer Files or over Customer's intellectual property,",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9031,293,bad,1619.0,"TRESORIT'S LIABILITY FOR SIMPLE NEGLIGENCE AND FOR AUXILIARY PERSONS IS EXCLUDED TO THE MAXIMUM EXTENT PERMITTED BY THE APPLICABLE LAW, TRESORIT AND ITS AFFILIATES, RESELLERS, OFFICERS, EMPLOYEES, AGENTS, SUPPLIERS OR LICENSORS SHALL IN NO EVENT BE LIABLE FOR ANY LOST PROFITS, REVENUES, OR BUSINESS OPPORTUNITIES, LOSS OF USE, LOSS OF DATA, LOSS OF CONFIDENTIAL OR OTHER INFORMATION, BUSINESS INTERRUPTION AND ANY OTHER DIRECT, INDIRECT, SPECIAL, INCIDENTAL, CRIMINAL, SUBSEQUENT OR CONSEQUENTIAL DAMAGES WHATSOEVER, WHETHER BASED ON CONTRACT, TORT, NEGLIGENCE, PRODUCT LIABILITY OR OTHERWISE, ARISING OUT OF OR IN ANY WAY RELATED TO THE USE OF OR INABILITY TO USE THE SERVICE OR THE SUPPORT AND MAINTENANCE SERVICES (IF ANY), REGARDLESS WHETHER TRESORIT HAS BEEN ADVISED OR SHOULD HAVE HAD KNOWLEDGE OF THE POSSIBILITY OF SUCH DAMAGES.</p>
<p>",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9032,295,neutral,1619.0,The failure of either party to enforce a provision of this Agreement is not a waiver of its right to do so later.,10, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9033,329,neutral,1619.0,"We are always looking for ways to make the Services better, smarter, and more secure.
To live up to that, we may need to modify features and functionality from time to time.
If we change the Services during the term of this Agreement in a manner that materially reduces functionality or limit access to certain features, we will notify Customers at the email address associated with their account.",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9034,339,bad,1619.0,The parties both agree that any dispute between the parties in connection with the Services and/or this Agreement shall be determined by arbitration administered by the International Centre for Dispute Resolution (ICDR) in accordance with its International Arbitration Rules.,50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9035,372,good,1619.0,"<strong>Encryption:</strong> You acknowledge that by using the Service, the files uploaded and/or shared through the Service (""Customer Files"") are encrypted by client-side encryption before they leave the User's location (""Encrypted Content"").
According to the best of Tresorit's knowledge and the current state of the art, Encrypted Content cannot be decrypted or inverted by Tresorit or any unauthorized third party.</p>
</li>
",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9036,310,neutral,1619.0,"We will respond to notices of alleged copyright infringement if they comply with the applicable law and are properly provided to us.
We will take whatever action we deem to be appropriate, in our sole discretion, such as deleting or disabling content alleged to be infringing and to suspend or terminate Services and accounts.",15, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9037,163,neutral,1619.0,"
<li>The Agreement shall be governed by and construed and interpreted in accordance with the substantive laws of Switzerland, excluding the Swiss conflict of law rules.",0, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9038,241,good,1619.0,"This Agreement is governed by Swiss law, excluding the Swiss conflict of law rules.
",50, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9039,119,good,1619.0,"Tresorit is dedicated to continuous improvement of all parts of the Service, so if you have any question or feedback on these Terms, please let us know by sending an email to support@tresorit.com.",30, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9040,152,neutral,1619.0,"You represent and warrant that: (i) you are of legal age (18 years of age or older or otherwise of legal age in your resident jurisdiction) and competent to agree to this Agreement and (ii) you have validly entered into this agreement and have the legal power to do so.</p>
</li>",15, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9041,187,bad,1619.0,"<strong>Data transfers:</strong> Customer agrees that Tresorit and its Sub-processors may transfer Encrypted Content and Service Data between their servers, to the devices of Users and/or Collaborators, and as a result, Users and Collaborators may have access to Customer Files in locations other than Customer's country.
",25, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9042,290,bad,1619.0,Tresorit DISCLAIMS ANY IMPLIED WARRANTIES INCLUDING WITHOUT LIMITATION MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE,0, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9043,383,good,1619.0,"If you enable Do Not Track, we will not use third-party cookies for re-marketing and advertisement purposes.
",30, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9044,170,good,1619.0,"You may terminate this Agreement in Your sole discretion and for any reason by (i) closing Your account(s) for all Services with an account closing mechanism or (ii) by contacting support at support@tresorit.com.</li>
",15, Tresorit,1696,https://tresorit.com/terms-of-use,approved
9045,331,neutral,5075.0,"<p>Effective February 1, 2021.",50, Tribune Publishing,3148,https://www.tribpub.com/subscriber-terms-and-conditions/,approved
9046,237,neutral,3224.0,"You hereby consent to the exclusive jurisdiction and venue of courts in Massachusetts, USA and stipulate to the fairness and convenience of proceedings in such courts for all disputes, both contractual and non-contractual, arising out of or relating to the use of the Services by you or any third party.",0, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9047,146,bad,3224.0,"You agree to defend and indemnify the Tripadvisor Companies and any of their officers, directors, employees and agents from and against any claims, causes of action, demands, recoveries, losses, damages, fines, penalties or other costs or expenses of any kind or nature including but not limited to reasonable legal and accounting fees, brought by third parties as a result of:</p>
<ul>
<li>(i) your breach of this Agreement or the documents referenced herein;</li>
<li>(ii) your violation of any law or the rights of a third party.
or</li>
<li>(iii) your use of the Services, including the Tripadvisor Companies’ websites.</li>
</ul>",60, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9048,138,neutral,3224.0,"if you believe that material or content posted on the Services infringes a copyright that you hold, please contact us immediately by following our notice and takedown procedure.",10, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9049,229,neutral,3224.0,You are prohibited from transferring any of your rights or obligations under this Agreement to anyone else without our consent.,10, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9050,201,bad,3224.0,"The Tripadvisor Companies may also impose limits or otherwise restrict your access to all or parts of the Services without notice or liability for technical or security reasons,",60, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9051,220,bad,169.0,"We sometimes collect and share information about your interests with advertising networks.
Some of these companies are members of the&nbsp;Network Advertising Initiative, or the Digital Advertising Alliance, which offer a single location to opt-out of ad targeting from member companies.
To learn more, please click&nbsp;here.</p>
</li>
<li>
",40, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9052,278,neutral,3224.0,"
<p>The Services may contain hyperlinks to websites operated by parties other than the Tripadvisor Companies.
Such hyperlinks are provided for your reference only.
The Tripadvisor Companies do not control such websites and are not responsible for their contents or the privacy or other practices of such websites.",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9053,286,bad,3224.0,"THE SERVICES ARE PROVIDED ""AS IS"" WITHOUT WARRANTY OF ANY KIND.",20, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9054,280,neutral,3224.0,"You expressly agree not to post, upload to, transmit, distribute, store, create or otherwise publish through the Services any Content of yours that:</p>
<ol>
<li>Is false, unlawful,",10, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9055,205,neutral,3224.0,"Tripadvisor may terminate this Agreement with you at any time, without advanced notice, where it believes in good faith that you have breached this Agreement or otherwise believes that termination is reasonably necessary to safeguard the rights of the Tripadvisor Companies and/or others users of the Services.",15, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9056,288,bad,3224.0,THE Tripadvisor COMPANIES DO NOT GUARANTEE THE ACCURACY,10, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9057,293,bad,3224.0,"ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT.
",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9058,128,bad,169.0,"We also work with third-party advertisers to give you access to travel content that might be of interest, and may set cookies on our Services to provide you with advertising that matches your interests and preferences.
These ""third-party cookies"" collect information about your browsing behaviour and interaction with ads or the Services more generally.
",70, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9059,219,good,169.0,"<p>Most advertising networks offer you a way to opt out of advertising cookies.
See&nbsp;www.aboutads.info/choices/&nbsp;and&nbsp;www.youronlinechoices.com&nbsp;for useful information on how to do this.</p>
",25, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9060,233,bad,169.0,"<p>Our website is not designed to currently respond to “Do Not Track” (“DNT”) signal requests from browsers.
This is due to the lack of global standardized interpretation that defines “Do Not Track” signals.",60, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9061,331,neutral,3224.0,"Last updated 1 October, 2018.</p>",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9062,336,bad,169.0,To notify users about promotions and targeted marketing campaigns.</li>,50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9063,283,neutral,3224.0,"harassing (or advocates harassment of another person), threatening, ",20, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9064,382,bad,169.0,"Other information we collect from different sources, including affiliated entities, business partners, and other independent third-party sources.
",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9065,387,bad,169.0,"<p>
<u>Other third-parties, such as referring websites.</u> ",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9066,375,neutral,169.0,"Without these cookies, the website would not work properly and you would not be able to use certain important features.
",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9067,396,bad,169.0,You may request to opt out of our sale of your personal information to third-parties for their direct marketing purposes.,60, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9068,121,bad,3224.0,"Tripadvisor may change, add or delete these terms and conditions of this Agreement or any portion thereof from time to time in its sole discretion where we deem it necessary for legal, general regulatory and technical purposes, or due to changes in the Services provided or nature or layout of Services.
Thereafter, you expressly agree to be bound by the terms and conditions of this Agreement as amended.</p>
<p>",70, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9069,203,bad,3224.0,"The Tripadvisor Companies may change, suspend or discontinue any aspect of the Services at any time, including availability of any of the Services’ features, databases or Content.
",40, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9070,377,neutral,3224.0,"The Tripadvisor Companies nevertheless reserve the right to remove without notice any such messaging or other Content from the Services, where they believe in good faith that such Content breaches this Agreement or otherwise believe the removal is reasonably necessary to safeguard the rights of the Tripadvisor Companies and/or other users of the Services.",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9071,373,bad,169.0,"<p>In addition to the categories noted above, we may also collect location information if you have instructed your Device to send such information via the privacy settings on that Device, or, for example, if you have uploaded photos tagged with location information.
We may use your location information directly and/or share your location with third-parties.
",75, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9072,323,bad,169.0,"<p>Device information, such as when you accessed our Services and information about the Device used (for example, IP address, software or internet browser used, preferred languages, unique Device identifiers and advertising identifiers)",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9073,333,bad,169.0,"
If you close your account, we will deactivate your account and remove your profile information from active view.
We may retain some information associated with your account (including past transactions) for internal purposes including backups, fraud prevention, dispute resolution, investigations, and legal compliance for the period necessary to fulfill the purposes outlined in this Statement.",70, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-privacy-policy,approved
9074,152,neutral,3224.0,"(iii) you are 13 years&nbsp;of&nbsp;age&nbsp;or older&nbsp;(in some jurisdictions, local laws may have an older&nbsp;age&nbsp;requirement)&nbsp;in order to register for an account, use the Services and contribute to our websites",15, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9075,294,neutral,3224.0,"<p>If any part of this Agreement is determined to be invalid or unenforceable pursuant to applicable law including, but not limited to, the warranty disclaimers and liability limitations set forth above, then the invalid or unenforceable provision will be deemed superseded by a valid, enforceable provision that most closely matches the intent of the original provision and the remaining provisions in this Agreement shall continue in effect.</p>
",10, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9076,150,neutral,3224.0,"using any robot, spider, scraper or other automated means or any manual process for any purpose not in accordance with this Agreement or without our express written permission;</li>
",20, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9077,118,blocker,3224.0,"you forever waive and agree not to claim or assert any entitlement to any and all moral rights of an author in any of your Content.
",50, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9078,170,good,3224.0,"If you have a Tripadvisor account and wish to terminate this Agreement, you can do so at any time by closing your account and no longer accessing or using the Services (a description of how to do so is available <strong>here</strong>).</p>
<p>",15, Tripadvisor,382,https://tripadvisor.mediaroom.com/us-terms-of-use,approved
9079,331,neutral,4991.0,"<em>Effective Date: January 1, 2020",50, TrustX,3124,https://trustx.org/privacy-policy,approved
9080,122,neutral,214.0,"2.
Modifications to this Agreement<p> Tumblr reserves the right to modify this Agreement by (1) posting a revised Agreement on and/or through the Services and (2) providing notice to you that this Agreement has changed, generally via email where practicable, and otherwise through the Services (such as through a notification on your Tumblr Dashboard or in our mobile applications).
Modifications will not apply retroactively.
You are responsible for reviewing and becoming familiar with any modifications to this Agreement.
</p>
<p> We may sometimes ask you to review and to explicitly agree to (or reject) a revised version of this Agreement.
In such cases, modifications will be effective at the time of your agreement to the modified version of this Agreement.
If you do not agree at that time, you are not permitted to use the Services.
</p>
<p> In cases where we do not ask for your explicit agreement to a modified version of this Agreement, but otherwise provide notice as set forth above, the modified version of this Agreement will become effective fourteen days after we have posted the modified Agreement and provided you notification of the modifications.
Your use of the Services following that period constitutes your acceptance of the terms and conditions of this Agreement as modified.
If you do not agree to the modifications, you are not permitted to use, and should discontinue your use of, the Services.
</p>
<p> Note that, if you have prepaid for any Paid Services (as defined below) prior to a modification of this Agreement, your use of such prepaid Paid Services is governed by the version of this Agreement in effect at the time Tumblr received your prepayment.",0, Tumblr,280,https://groups.google.com/d/topic/tosdr/m4IRrxn4SOo/discussion,approved
9081,197,good,214.0,"We're also going to make it a practice to post old versions so it's easy to see changes/additions/deletions.
To see old versions, scroll down to the end of this document.
</p>",50, Tumblr,280,https://groups.google.com/forum#!topic/tosdr/-R5tO7eajsY,approved
9082,374,good,213.0,"A web tag is code or a pixel embedded in a web page, or email, that allows Tumblr or a third party to see that you have looked at that page.
We use cookies and web tags to enable our servers to recognize your web browser and tell us how and when you use the Services, as described above in “Information Related to Use of the Services.” Our cookies do not, by themselves, contain information that personally identifies you, and we don't combine the general information collected through cookies with other such information to tell us who you are.
However, we do use cookies to identify that you have logged in, and that your web browser has accessed the Services, and we may associate that information with your Account if you have one.",50, Tumblr,280,https://www.tumblr.com/privacy/en,approved
9083,210,good,213.0,"Agents with whom we share such information for these reasons are generally bound by confidentiality obligations and, unless we tell you differently, our agents do not have any right to use information we share with them beyond the scope and duration of what is necessary to assist us",20, Tumblr,280,https://www.tumblr.com/privacy/en,approved
9084,183,good,214.0,You retain ownership you have of any intellectual property you post to Tumblr.,50, Tumblr,280,https://www.tumblr.com/policy/en/terms-of-service,approved
9085,203,bad,214.0,"Tumblr retains the right to create limits on and related to use of the Services in its sole discretion at any time with or without notice.
Tumblr may also impose limits on certain Services or aspects of those Services or restrict your access to parts or all of the Services without notice or liability.
Tumblr may change, suspend, or discontinue any or all of the Services at any time, including the availability of any product, feature, database, or Content (as defined below).
Tumblr may also terminate or suspend Accounts (as defined below) at any time, in its sole discretion.",40, Tumblr,280,https://www.tumblr.com/policy/en/terms-of-service,approved
9086,163,neutral,214.0,"19.
Special Provisions for Subscribers Located Outside of the United States",0, Tumblr,280,https://groups.google.com/forum#!topic/tosdr/05XCfURjPsg,approved
9087,174,blocker,213.0,"Deleting your Account may not fully remove the content you have published from our systems, as caching of, backups of, copies of, or references to your Account Information may not be immediately removed.
In addition, given the nature of sharing on the Services, some of the public activity on your Account prior to deletion (such as reblogs of your blog posts) may remain stored on our servers and accessible to the public.",30, Tumblr,280,https://www.tumblr.com/privacy/en,approved
9088,227,good,,,30, TunnelBear,679,https://www.tunnelbear.com/privacy-policy,approved
9089,297,good,,,50, TunnelBear,679,https://www.tunnelbear.com/privacy-policy,approved
9090,130,bad,2749.0,The licenses shall survive the termination of the User Agreement.,50, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9091,146,bad,2749.0,"To the extent allowed by applicable law, you agree to indemnify, defend and hold harmless, Turnitin, its affiliates, officers, directors, employees, agents, service providers and licensors, from any claims, losses, damages, deficiencies, liabilities, costs and expenses (including attorneys' fees and costs) arising from Your (a) use of the Site or the Services, (b) violation of any third party's rights, including intellectual property rights and privacy, (c) breach of applicable law, or (d) breach of this User Agreement.",60, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9092,138,neutral,2749.0,<strong>Procedure for Making Claims of Copyright Infringement,10, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9093,226,good,2400.0,"Our data is stored in the EU or USA with robust physical, digital, and procedural safeguards in place to protect your personal data, including the use of SSL encryption, redundant servers and data centers, and sophisticated perimeter security.
We continuously audit for security vulnerabilities and make software patching a priority.",15, Turnitin,2202,https://help.turnitin.com/Privacy_and_Security/Privacy_and_Security.htm,approved
9094,143,neutral,2749.0,"Subject to Your compliance with the User Terms, Turnitin hereby grants You a non-transferable, non-exclusive license to use and access the Services and Site, solely for non-commercial use.",25, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9095,285,bad,2749.0,"You may not transmit any papers or Communications on or through the Site that (a) restricts any other user's enjoyment of the Site,",25, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9096,195,good,2400.0,"At any time, you can access, update, rectify or erase any personal data by logging into your account and clicking ""User Info"" or contacting Customer Support",50, Turnitin,2202,https://help.turnitin.com/Privacy_and_Security/Privacy_and_Security.htm,approved
9097,286,bad,2749.0,"THE SITE AND ALL INFORMATION AND SERVICES AVAILABLE THROUGH THE SITE ARE PROVIDED ""AS IS,"" WITH ALL FAULTS, AND ""AS AVAILABLE"".",20, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9098,180,bad,2749.0,"Turnitin is free to use any ideas, concepts, techniques, know-how or information in Your Communications for any purpose, including, but not limited to, the development and use of products and services based on the Communications.
For example, if you were to suggest a feature for us to add to our Service or Site, we would be free to do that without your further permission or the need for compensation to be made to you.
This Communication license expressly excludes personally identifiable Registration Data of students, any papers submitted to the Site, and grades and assessment related information.</p>",50, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9099,280,neutral,2749.0,"You agree to use the Services only for purposes that are permitted by (a) this User Agreement and (b) any applicable law, regulation or generally accepted practices or guidelines in the relevant jurisdictions (including any laws regarding the export of data or software to and from the United States or other relevant countries).",10, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9100,205,neutral,2749.0,"Turnitin may, in its sole discretion, suspend or terminate Your access to the Site to (i) prevent damages to, or degradation of, the Services.
(ii) comply with any law, regulation, court order, or other governmental request.
(iii) otherwise protect Turnitin from potential legal liability.
or (iv) in response to Your breach of this User Agreement.",15, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9101,279,neutral,2749.0,"Turnitin is not responsible for any software, data or other information available from any third party Website.",50, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9102,331,neutral,2400.0,Last Updated: 29th August 2018,50, Turnitin,2202,https://help.turnitin.com/Privacy_and_Security/Privacy_and_Security.htm,approved
9103,375,neutral,2400.0,"
If you choose to disable cookies, it may limit use of certain of features or functions of our websites or service.",50, Turnitin,2202,https://help.turnitin.com/Privacy_and_Security/Privacy_and_Security.htm,approved
9104,121,bad,2749.0,"Turnitin reserves the right to change the terms, conditions, and notices under which the Site is offered from time to time and without prior notice.",70, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9105,203,bad,2749.0,"You acknowledge and agree that Turnitin may stop (permanently or temporarily) providing the Services (or any features within the Services) to You or to users generally at Turnitin's sole discretion, without prior notice to You.",40, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9106,377,neutral,2749.0,"Turnitin reserves the right, but shall have no obligation to edit or remove any Communication, in whole or in part, that in Turnitin's sole discretion is objectionable, disruptive to the Site or in violation of this User Agreement.",50, Turnitin,2202,https://api.turnitin.com/api/lti/1p0/user/static_eula,approved
9107,196,good,2400.0,"All personal data we process is directly linked to a specific purpose, such as requesting access to our academic content database, or requesting web content (i.e.
a newsletter, case study, video, etc.).</p>
<p>",60, Turnitin,2202,https://help.turnitin.com/Privacy_and_Security/Privacy_and_Security.htm,approved
